coordinates,Name,Description
"-87.621463,41.821815,0,-87.620022,41.821842,0,-87.619748,41.821826,0,-87.619593,41.821791,0,-87.619479,41.82175,0,-87.619355,41.821676,0,-87.619267,41.821587,0,-87.619195,41.821469,0,-87.619162,41.821331,0,-87.619164,41.821134,0,-87.619159,41.820952,0,-87",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>126</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100126</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>43rd to Indiana</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.626418,41.858759,0,-87.626456,41.858389,0,-87.626488,41.858069,0,-87.626465,41.856461,0,-87.626445,41.855377,0,-87.626407,41.853319,0,-87.626339,41.850243,0,-87.626324,41.849552,0,-87.626265,41.84798,0,-87.626255,41.84747,0,-87.62623,41.847098,0,-87.6",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>100</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100100</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>35-Bronzeville-IIT to 17th Junction</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.669429,41.885243,0,-87.670819,41.885204,0,-87.672221,41.885137,0,-87.673081,41.885101,0,-87.674297,41.885056,0,-87.675792,41.885007,0,-87.676652,41.884977,0,-87.677752,41.884926,0,-87.679456,41.884872,0,-87.680432,41.884831,0,-87.681834,41.884769,0,-8",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>90</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100090</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>California to Paulina Junction</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.696234,41.88422,0,-87.697869,41.88413,0,-87.698798,41.884112,0,-87.699527,41.884076,0,-87.700232,41.884058,0,-87.700625,41.884039,0,-87.701077,41.884031,0,-87.70129,41.884022,0,-87.701312,41.884021,0,-87.702774,41.884114,0,-87.703714,41.884174,0,-87.7",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>89</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100089</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Kedzie to California</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.618143,41.787468,0,-87.618014,41.784766,0,-87.618003,41.783808,0,-87.617955,41.781457,0,-87.617939,41.780356,0,-87.617902,41.780221,0,-87.617818,41.780143,0,-87.617686,41.780071,0,-87.617506,41.780056,0,-87.617088,41.780089,0,-87.615546,41.78013,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>119</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100119</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>King Drive to 59th Junction</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.625881,41.831678,0,-87.625867,41.830976,0,-87.625783,41.827849,0,-87.62571,41.824787,0,-87.625668,41.822461,0,-87.625636,41.822148,0,-87.62559,41.822051,0,-87.625546,41.821987,0,-87.625474,41.82191,0,-87.625312,41.821833,0,-87.625163,41.821787,0,-87.6",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>127</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100127</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Indiana to 35-Bronzeville-IIT</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.618143,41.787468,0,-87.618177,41.787289,0,-87.618228,41.787204,0,-87.61832,41.787112,0,-87.618432,41.787041,0,-87.61855,41.786997,0,-87.618734,41.78697,0,-87.62065,41.786938,0,-87.622946,41.78692,0,-87.624114,41.786905,0,-87.6247,41.786893,0,-87.62570",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>120</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100120</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Halsted to 59th Junction</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.793783,41.886988,0,-87.794494,41.886974,0,-87.79557,41.886957,0,-87.796439,41.886945,0,-87.797129,41.886936,0,-87.79795,41.886924,0,-87.798632,41.88692,0,-87.799921,41.886911,0,-87.800715,41.886894,0,-87.801353,41.886881,0,-87.802105,41.886865,0,-87.8",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>80</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100080</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Harlem to Oak Park</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.774135,41.887293,0,-87.775111,41.887292,0,-87.776133,41.887268,0,-87.777372,41.887256,0,-87.778565,41.887233,0,-87.779796,41.887228,0,-87.781005,41.88721,0,-87.782476,41.887194,0,-87.783661,41.887159,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>82</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100082</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Ridgeland to Austin</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.619036,41.816463,0,-87.618979,41.814753,0,-87.61892,41.8127,0,-87.618858,41.810595,0,-87.618826,41.809209,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>125</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100125</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>47th to 43rd</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.754986,41.887163,0,-87.755312,41.887176,0,-87.755737,41.887236,0,-87.756147,41.887302,0,-87.756502,41.887379,0,-87.756773,41.887415,0,-87.757013,41.887445,0,-87.757268,41.887476,0,-87.757562,41.887494,0,-87.75781,41.887501,0,-87.758458,41.887475,0,-87",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>84</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100084</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Central to Laramie</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.618324,41.795177,0,-87.618272,41.793293,0,-87.618227,41.791534,0,-87.61814,41.789307,0,-87.618176,41.788965,0,-87.618143,41.787468,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>122</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100122</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>59th Junction to Garfield</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.716523,41.884904,0,-87.716799,41.884921,0,-87.719957,41.885106,0,-87.720868,41.885157,0,-87.721557,41.885196,0,-87.722421,41.885244,0,-87.722965,41.885275,0,-87.724617,41.885368,0,-87.725404,41.885412,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>87</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100087</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Pulaski to Conservatory</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.744698,41.886519,0,-87.745467,41.886594,0,-87.746458,41.886657,0,-87.748702,41.88679,0,-87.750351,41.886897,0,-87.75162,41.886955,0,-87.753268,41.887045,0,-87.754986,41.887163,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>85</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100085</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Laramie to Cicero</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.618502,41.802092,0,-87.618493,41.801556,0,-87.61845,41.799325,0,-87.618364,41.797036,0,-87.618339,41.795676,0,-87.618324,41.795177,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>123</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100123</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Garfield to 51st</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.615546,41.78013,0,-87.612288,41.780172,0,-87.609706,41.780245,0,-87.605857,41.780309,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>118</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100118</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>East 63rd/Cottage Grove to King Drive</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.62603,41.876704,0,-87.625979,41.875694,0,-87.625998,41.875382,0,-87.626015,41.875263,0,-87.6261,41.875103,0,-87.626161,41.874993,0,-87.626223,41.874899,0,-87.626323,41.874784,0,-87.626401,41.874698,0,-87.626512,41.87458,0,-87.626585,41.874469,0,-87.62","Green, Orange","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>129</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100129</td> </tr> <tr> <td>RAIL LINES</td> <td>Green, Orange</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Randolph to Tower 12</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.62659,41.867405,0,-87.626563,41.865733,0,-87.6265,41.861888,0,-87.626473,41.860162,0,-87.626418,41.858759,0","Green, Orange","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>128</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100128</td> </tr> <tr> <td>RAIL LINES</td> <td>Green, Orange</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>17th Junction to Roosevelt</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.666951,41.885311,0,-87.669429,41.885243,0","Green, Pink","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>90</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100057</td> </tr> <tr> <td>RAIL LINES</td> <td>Green, Pink</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Paulina Junction to Ashland</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.641771,41.885703,0,-87.642799,41.885702,0,-87.643941,41.885707,0,-87.645061,41.885694,0,-87.646338,41.885679,0,-87.647355,41.885664,0,-87.648506,41.885646,0,-87.649721,41.885622,0,-87.65088,41.885604,0,-87.651874,41.885581,0,-87.65311,41.88556,0,-87.6","Green, Pink","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>91</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100091</td> </tr> <tr> <td>RAIL LINES</td> <td>Green, Pink</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Ashland to Clinton</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.633913,41.885725,0,-87.636057,41.885716,0,-87.638159,41.885708,0,-87.639443,41.885703,0,-87.641771,41.885703,0","Green, Pink","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>92</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100092</td> </tr> <tr> <td>RAIL LINES</td> <td>Green, Pink</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Clinton to Tower 18</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.72445,41.799888,0,-87.720744,41.801509,0,-87.718139,41.802613,0,-87.716765,41.803165,0,-87.715749,41.80357,0,-87.715056,41.80379,0,-87.714644,41.803902,0,-87.714124,41.804021,0,-87.713626,41.804113,0,-87.713228,41.804168,0,-87.71252,41.804229,0,-87.71",Orange Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>131</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100131</td> </tr> <tr> <td>RAIL LINES</td> <td>Orange Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Pulaski to Kedzie</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>OR</td> </tr> </table> </font> </body> </html>"
"-87.680587,41.82956,0,-87.677969,41.831175,0,-87.674757,41.833141,0,-87.673256,41.834113,0,-87.670789,41.835845,0,-87.669069,41.837065,0,-87.667847,41.837896,0,-87.666913,41.838515,0,-87.666243,41.838892,0,-87.665312,41.839356,0",Orange Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>134</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100134</td> </tr> <tr> <td>RAIL LINES</td> <td>Orange Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>35th/Archer to Ashland</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>OR</td> </tr> </table> </font> </body> </html>"
"-87.737956,41.786614,0,-87.738165,41.792325,0,-87.738158,41.792703,0,-87.738114,41.792968,0,-87.738058,41.793227,0,-87.737973,41.793384,0,-87.737715,41.793807,0,-87.737567,41.793996,0,-87.73731,41.794245,0,-87.736966,41.794541,0,-87.736604,41.794806,0,-87",Orange Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>130</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100130</td> </tr> <tr> <td>RAIL LINES</td> <td>Orange Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Midway to Pulaski</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>OR</td> </tr> </table> </font> </body> </html>"
