Station	Latitude	Longitude	Line	Artist	Title	Date	Material	Description	Extra	artLink
Mount Vernon West	#N/A	#N/A	Harlem Line	Martha Jackson-Jarvis	Travelin' Time	1991	Glass and ceramic mosaic sculpture on waiting room ceiling	Martha Jackson-Jarvis has experimented with the qualities of clayYYY glazesYYY and firing methods for most of her career and she welcomes the surprise and chance occurrences that are part of working with natural materials.   In the words of the artistYYY ’ConceptuallyYYY {Travelin' Time} occupies transitional space. It is a space between pointsYYY a place of restingYYY of waitingYYY of new beginnings and departures.  Though Mount Vernon station is indeed public spaceYYY it still remains an intimate space where human scale and pace are slowed momentarily. It is a space in which we are asked to wait . . . and while waiting contemplate traveling through time and space to distances unknownYYY yet familiar.’		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=mnr&line=harlemline"">Travelin' Time</a>"
Myrtle Av	40.697207	-73.935657	JYYYMYYYZ	Verna Hart	Jammin' Under the EL	1999	Faceted glass in mezzanine windows and platform windscreens	{Jammin' under the EL} honors the community's character with windows and windscreens composed of colorful faceted glass panels that depict an imaginary jazz combo with drumsYYY pianoYYY guitarYYY bassYYY flutesYYY saxophonesYYY trombonesYYY and trumpets.  The sounds of percussion instruments are powerfully suggestedYYY and jiving vocalists complete the picture.  Hart says that {Jammin' under the EL} is ’a kind of jam session of the mind.  A little imagination is all that's needed to enjoy a dozen solo performances in the panels.  You can board the jazz express and take a jazzYYY rockYYY funkYYY or salsa journey of your choice.’		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=J&station=1"">Jammin' Under the EL</a>"
Myrtle-Wyckoff Avenues	40.694568	-73.949046	LYYYM	Cadence Giersbach	From Earth to Sky	2006	CeramicYYY glassYYY and marble mosaic	{From Earth to Sky} depicts a fantastical view from the station as if one were looking up through a canopy of foliage filled with birds and butterflies beneath a sky that shimmers when light hits the glass mosaic tiles.  The imagery fills the overhead circular ceilingYYY providing the viewer with a joyful visual escape at this busy transit hub.  Within the centerYYY the view is reversed and we see a birds-eye map view of the city within an ’oculus’.  The location of the station is pinpointedYYY surrounded by the vastness of New York City.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=L&station=1"">From Earth to Sky</a>"
Neptune Av	40.581011	-73.974574	F	Michael Krondl	Looking Up	2004	Faceted glass in platform windscreens	Michael Krondl describes {Looking Up} as ’a series of photographically-derived images’ that creates a movie for the subway rider as he or she leaves the leafy residential neighborhoods and reaches Coney IslandYYY seen of in the distance.  Krondl selected his images for their properties and how they reflect and refract light.  His sources include the nearby foliage and the skyYYY which is a big part of the experience of riding the elevated train in BrooklynYYY and Coney Island's famous Cyclone roller coaster.  ’The transition from image to image mimics a camera panning from the nearby trees to the sky above and finally to the Cyclone in the distance.  For the F train passenger the experience is almost cinematic.  The foliageYYY the cloudsYYY and the roller coaster all play with transparency; light-colored sky outlines the trestlework on the CycloneYYY peeks out between the leavesYYY and envelops the bright white clouds.’		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=F&station=1"">Looking Up</a>"
Nereid Av 238th St	40.898379	-73.854376	2YYY5	Noel Copeland	Leaf of Life	2006	Faceted glass in platform windscreens	Noel Copeland's artwork celebrates the abundance of flora and fauna in the Bronx. {Leaf of Life} honors the parks and gardens within the areaYYY such as the Bronx Botanical GardenYYY the famous Bissel GardensYYY local community gardens and the Bronx Zoo.  Recreating the organic forms and structure found in natureYYY the artist transforms the station with radiant faceted glass panels located on the station platforms.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&station=1"">Leaf of Life</a>"
Nevins St	40.688246	-73.980492	2YYY3YYY4YYY5	Anton van Dalen	Work & Nature	1997	Porcelain enamel frieze on mezzanine walls	{Work & Nature} was inspired by the artist's interest in the Nevins Street station and its aesthetic history.  The artwork consists of porcelain enamel steel plates that use the same soft blueYYY greenYYY and ochre tones as in the original mosaicsYYY which are detailed with stenciled silhouettes printed in black - a woman operates a sewing machineYYY an architect reads a blueprintYYY a mother looks after a childYYY a man plants a treeYYY famed blues singer Furry Lewis plays the guitarYYY and a woman addresses a meeting.  The historic  mosaic patterns that ran along the station's walls were water damaged and on the brink of permanent loss.  Moved by the mosaics' plightYYY Anton van Dalen decided to preserve ’the station's olden elegance and grand beauty’ andYYY at the same timeYYY to create a tribute to the people who use the station.  For the artistYYY these figures symbolize ’the prideYYY dignityYYY and beauty surrounding all work.’		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&station=1"">Work & Nature</a>"
New Lots Av	40.658733	-73.899232	L	Eugenie Tung	16 Windows	2007	Fused glass in platform windscreens	Using windows as a motifYYY artist Eugenie Tung looks into the daily lives of New Yorkers engaged in their daily routines before (on the Manhattan-bound platform) and after (on the Brooklyn-bound platform) their daily commutes: watering plantsYYY watching TVYYY eating breakfastYYY cooking dinner.  The artist believes that beauty can be found within these often overlooked ordinary activities; although there may be differences in how they are carried outYYY the rituals of daily life cross invisible boundaries and unite us all through the concept of home.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=L&station=1"">16 Windows</a>"
Newkirk Av	40.635082	-73.962793	BYYYQ	David Wilson	Transit Skylight	1988	Zinc-glazed polycarbonate skylight	David Wilson's skylight fills the waiting area of this Brooklyn subway station with brightYYY clear light.  The panels are framed in blue and the pattern in the panes consists of black lines and solid panels in geometric formYYY that echoes the aesthetics of the Arts and Crafts movement and leaded glass work from that eraYYY but with a more contemporary interpretation.  In Wilson's wordsYYY ’I had been interested in the use of plastics and the possibility of ’leadlines’ that are not feasible in glass - thus the diagonal ’cuts’ going to nowhere in the piece (i.e. stopping in the middle of a color).  The project is a kind of architectural statement - a skylight set into a difficult environment (a steel I-beam divides the triangular window into two halves so that it is hard to read as a whole).’		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=B&station=1"">Transit Skylight</a>"
North White Plains	#N/A	#N/A	Harlem Line	Rolando Briseño	At the Table	1991	Cast aluminum low-relief sculpture on platform columns	The artwork at this station is a series of cast aluminum sculptures in low relief along the platform's columns.  The artist Rolando Briseño's unusual architectural treatment of the column capitals complement the North White Plains station's architecture while creating an eye-catching and surprising array of everyday objects that are etched into the sculptural forms as symbols.   These are completed by six black architectonic pieces that combine these symbols- which include parts of a tableYYY fruitYYY handsYYY and other body partsYYY and even televisions.  ’I depict these symbols that we use and see every day in movement to reflect our relation to time and existence; everythingYYY including ourselvesYYY is made of atomsYYY always in movementYYY’ Briseño says.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=mnr&line=harlemline"">At the Table</a>"
Norwood Av	40.68141	-73.880039	JYYYZ	Margaret Lanzetta	Culture Swirl	2007	Faceted glass in platform windscreens	Using designYYY patternsYYY and color as cultural expressionYYY {Culture Swirl} links the early 17th to 19th century Dutch and English history in the area with the current vibrant culturally rich community.  Drawn from historic Dutch and English sources combined with curlingYYY swirling patterns of African textiles and ornate wrought iron doors and gatesYYY the boldYYY colorful artwork features brightYYY sun-filled colors to reflect tropical climates and traditional cultural heritage.  The sequence of windscreens create a dynamic progression and sense of movement as viewed by passengers riding on passing trains.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=J&station=1"">Culture Swirl</a>"
Park Place	40.674772	-73.957624	S	Isha Shabaka	Units of the Free	1999	Wrought iron railings throughout station	Railings are a functional requirement in the transit environmentYYY but under Isha Shabaka's guiding handYYY they are also powerfully expressive.  Shabaka designed the railings to highlight the role of the station as an important neighborhood place.  The thin and elegant diagonals of the rail create a see-through effect that helps open up the subway to the community.  A large-scale image of an African mask is boldly designed in open metalwork.  Its nose is a starkly geometric triangleYYY that symbolizes power and movement in some traditional cultures.  Other shapes in the mask are the changeable curving linesYYY that allow the form to appear to be variously awake or asleepYYY vigilant or distractedYYY  ’commutersYYY’ Shakaba says.  ’Sometimes they may be aware and thinking when waiting for the trainYYY or just relaxing for a moment.  I'm showing both states.’		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=S&station=1"">Units of the Free</a>"
Parkside Av	40.655292	-73.961495	Q	Susan Tunick	Brighton Clay Re-Leaf Nos. 1-4	1994	Ceramic mosaic on mezzanine	For both the Prospect Park and Parkside Avenue stationsYYY Susan Tunick created intricateYYY multicolored ceramic mosaic murals and borders.  These 1919 stationsYYY with station booths and turnstiles located in above-ground ’headhousesYYY’ feature wall tiles and decorative borders influenced by the Arts and Crafts movement.  Tunick's art celebrates the vintage ceramic ornamentation of the station and is inspired by her fascination with terra cotta and her childhood memories of nearby Prospect Park and the Brooklyn Botanic Garden.  Tunick says her works for the sitesYYY collectively titled {Brighton Clay Re-LeafYYY Nos.1-4}YYY balance her respect for the stations' ’ceramic historyYYY’ her recollection of the colors and shapes of the foliage in the park and gardenYYY and her desire to add eye-catching modern designYYY which is achieved in her use of bold colorYYY patternYYY and texture in the tiles.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=Q&station=1"">Brighton Clay Re-Leaf Nos. 1-4</a>"
Pelham Parkway	40.858985	-73.855359	2	Tomie Arai	Back to the Garden	2007	Faceted glass in Platform windscreen	Tomie Arai's {Back to the Garden} consists of 24 faceted glass windows at Pelham Parkway in the Bronx.  The work contains seasonal floral imagery-spring blossomsYYY summertime wallflowersYYY and autumn foliage.  The species shown are common to the area of Pelham ParkwayYYY which links Pelham Bay Park with the Bronx ZooYYY and New York Botanical Garden.  Highlighting the historic nature of the station and the communityYYY Arai insets historic black and white photographs into her colorful images.  The photos have been screened and fired onto the glass surface.  Taken from archival photographsYYY they span the period from 1899 to 1969 and capture views of the surrounding streets and buildings.  The artwork's title refers to lyrics in a Joni Mitchell song about returning to the simple lifeYYY the life back in the garden.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&station=1"">Back to the Garden</a>"
Pelham Parkway	40.858985	-73.855359	5	Tomie Arai	Back to the Garden	2007	Faceted glass in Platform windscreen	Tomie Arai's {Back to the Garden} consists of 24 faceted glass windows at Pelham Parkway in the Bronx.  The work contains seasonal floral imagery-spring blossomsYYY summertime wallflowersYYY and autumn foliage.  The species shown are common to the area of Pelham ParkwayYYY which links Pelham Bay Park with the Bronx ZooYYY and New York Botanical Garden.  Highlighting the historic nature of the station and the communityYYY Arai insets historic black and white photographs into her colorful images.  The photos have been screened and fired onto the glass surface.  Taken from archival photographsYYY they span the period from 1899 to 1969 and capture views of the surrounding streets and buildings.  The artwork's title refers to lyrics in a Joni Mitchell song about returning to the simple lifeYYY the life back in the garden.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=5&station=1"">Back to the Garden</a>"
Penn Station	#N/A	#N/A	Penn Station	Andrew Leicester	Ghosts Series	1994	Terra cotta wall murals in five locations and porcelain enamel above escalator	Andrew Leicester's {Ghost Series} consists of five monumental bas-relief terra cotta murals installed throughout the Long Island Rail Road station. The pieces evoke the building's illustrious predecessorYYY the 1910 Pennsylvania Station building by McKimYYY Mead and White that was demolished in 1963YYY an event that triggering the historic preservation movement.  Fragments of the old Penn Station are hidden in the lower depths of the building that replaced itYYY and the murals symbolically reveal the old building now hidden behind new walls. *In {Day and Night}YYY a 500-square-foot-mural in the main concourseYYY Leicester reinterprets Adolph Wineman's sculpture of the same name that presided over the old station's entrancesYYY depicting two women flanking a gigantic clock.  The artist embedded the date the original building was demolished - 10/28/63 - into the clock's blank face.  Other murals include Mercury ManYYY a reproduction of another sculptural figureYYY and a porcelain-on-steel rendering of blueprints for the demolished building.  Taken togetherYYY {Ghost Series} is a compelling memento mori - a reminder that we are mortal.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=lirr&line=pennstation"">Ghosts Series</a>"
Penn Station	#N/A	#N/A	Penn Station	Maya Lin	Eclipsed Time	1994	Sand-blasted glassYYY aluminumYYY stainless steelYYY and fiber-optic sculpture in ceiling at Seventh Avenue end of station	In {Eclipsed Time} Maya Lin tries to get commuters to think differently about time and trains.  ’I'm asking for a one-on-one relationship between the viewer and the workYYY’ the artist says.  The large metal sculptureYYY installed overhead in the Long Island Rail Road's main concourse at Penn StationYYY combines industrial craftsmanship with contemporary technology to tell time.  ’When people think about clocks they usually envision hands or digital numbersYYY’ explains Lin. ’Time is measured mathematically and specifically.  I wanted to reflect time naturally and chose to use the concept of an eclipse.’  To create this effectYYY a solid disk hangs between the light source and a stationary glass disk.  Light shines through the glass diskYYY illuminating the rotunda below.  The solid disk travels from east to west and back.  An eclipse is created at midnightYYY as the two disks are aligned and only a penumbra of light shines around the aligned circles.  The cycle is repeated daily.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=lirr&line=pennstation"">Eclipsed Time</a>"
Philipse Manor	#N/A	#N/A	Hudson Line	Joseph Cavalieri	NorthYYY South and Home	2009	Faceted glass in windows of the station overpass	Joseph Cavalieri's {NorthYYY South and Home} creates a colorful glow in the overpass of Metro-North Railroad's Philipse Manor Station on the Hudson Line. *The artworkYYY with a decorative border reminiscent of Dutch tile design (with an abstract train running over the symbolic hills of Westchester along the bottom) features tree branches and stylized geraniums reaching across six faceted-glass panels to represent travel and a connected community. At the base of the tree trunk is an outlined shape of nearby Philipsburg ManorYYY built in 1693 by Frederick Philipse. *Running through the branches is a haiku that reads: ’A gentle Hudson - Whistle begins my journey - North and south and home.’ *Cavalieri creatively combined blue branches with a gradient orange-yellow background to create colorful contrasts that project a beautiful glow that will be visible from a distance and at night.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=mnr&line=hudsonline"">NorthYYY South and Home</a>"
Pleasantville	#N/A	#N/A	Harlem Line	Jane Greengold and Kane Chanh Do	Almost Home	2002	Sculptural seating	Twenty-two cast bronze sculptural chairs greet those who use the Pleasantville Station.  The pieces represent different types of seating and the variety of domestic décor.  They are arranged in groupings throughout the station overpass and waiting area.  Artists Kane Chanh Do and Jane GreengoldYYY who created {Almost Home}YYY explain:  ’In this suburb of New York CityYYY we have re-createdYYY in bronzeYYY chairs likely to be found in the homes of the commuters who use the stationYYY bringing some of the comforts of home out to meet the ridersYYY making the station almost like homeYYY and reminding riders that theyYYY tooYYY are almost home.  Because the chairs look so life-likeYYY so much like wood and upholstery fabricYYY they create a humorousYYY {trompe l'oeil} effect.’  To complete the domestic settingYYY nearby is a bronze replica of a copy of {Reader's Digest}; for most of its history the magazine was published in Pleasantville.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=mnr&line=harlemline"">Almost Home</a>"
Prince St	40.724329	-73.997702	NYYYRYYYW	Janet Zweig and Edward del Rosario	Carrying On	2004	SteelYYY marbleYYY and slate frieze on platform walls	{Carrying On} is composed of almost two hundred silhouettes of people hauling ’stuff’ with them as they walk the city streets.  The artist team worked from photographs of individuals moving around the city and in and out of the subway.  According to the artistsYYY the title of {Carrying On} can be read in a variety of ways.  ’People on the streets of New York are almost always carrying somethingYYY sometimes something huge and outlandish.  After the 9/11 tragedyYYY New Yorkers felt that they must carry on with their lives.  FinallyYYY New Yorkers are notoriously opinionated and lively; they really do 'carry on.'’  The result is a linear narrative work of miniature figuresYYY each of whom has a story it is up to the viewer to discern.  It is an engaging work that represents the community and updates the materials used on subway station wallsYYY with its waterjet-cut steel and marbleYYY that achieves both precision and a modern take on the traditional frieze.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=N&station=1"">Carrying On</a>"
Prospect Av	40.665414	-73.992872	2YYY5	Marina Tsersarskaya	Bronx. Four Seasons.	2008	Faceted glass in platform windscreens and station building window niches	{Bronx. Four Seasons} is a series of faceted glass compositions illustrating the four seasons with views of the Bronx from the Prospect Avenue station.  The works by artist Marina Tsersarskaya feature the intricate and delicate design of the historic railings found in the station and depict an urban landscape of buildingsYYY treesYYY and flowersYYY filtering the bright sunlight through the windows to create a transformed station environment that combines the city and nature into a single artistic vision.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&station=1"">Bronx. Four Seasons.</a>"
Prospect Park	40.661614	-73.962246	BYYYQYYYS	Susan Tunick	Brighton Clay Re-Leaf Nos. 1-4	1994	Ceramic mosaic on mezzanine	For both the Prospect Park and Parkside Avenue stationsYYY Susan Tunick created intricateYYY multicolored ceramic mosaic murals and borders.  These 1919 stationsYYY with station booths and turnstiles located in above-ground ’headhousesYYY’ feature wall tiles and decorative borders influenced by the Arts and Crafts movement.  Tunick's art celebrates the vintage ceramic ornamentation of the station and is inspired by her fascination with terra cotta and her childhood memories of nearby Prospect Park and the Brooklyn Botanic Garden.  Tunick says her works for the sitesYYY collectively titled {Brighton Clay Re-LeafYYY Nos.1-4}YYY balance her respect for the stations' ’ceramic historyYYY’ her recollection of the colors and shapes of the foliage in the park and gardenYYY and her desire to add eye-catching modern designYYY which is achieved in her use of bold colorYYY patternYYY and texture in the tiles.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=B&station=1"">Brighton Clay Re-Leaf Nos. 1-4</a>"
Queens Plaza	40.748973	-73.937243	EYYYGYYYVYYYR	Ellen Harvey	Look UpYYY Not Down	2005	Glass mosaics on mezzanine walls	In {Look UpYYY Not Down}YYY Ellen Harvey asks riders to pretend that they are gazing skyward at the view  that exists above the station.  Her series of mosaic murals depict the sky on a sunny dayYYY with the skyline forming a thin frame at the bottom of each mosaicYYY and represents the actual cityscape at the time it was created.  The work guides travelers to the surrounding streets at this busy transportation hub.  The piece celebrates the romance of the skyline as seen from QueensYYY imagined as the center of the city.  At a time when the New York City skyline may be associated with lossYYY {Look UpYYY Not Down} shows the skyline as an image of hope and beauty.  The sun marks the former location of the World Trade Center.  In years to comeYYY as the city continues to reinvent itselfYYY the mosaics will serve as a view of a past moment in time.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=E&station=1"">Look UpYYY Not Down</a>"
Queensboro Plaza	40.750582	-73.940202	7YYYNYYYW	Sidney Cash	Columns	2000	Silkscreened glass panels on track wall	In describing his work and intent in creating the silkscreened glass panelsYYY Sidney Cash saysYYY  ’As  viewers walks along the platformYYY they are able to watch the panels' imagery transform as patterns appear and disappear in response to their movement ...The patterns on the panels have been designed to relate to the style of embellishment of Arts and Crafts-influenced architecture.  As parts of the building are enhanced by diamond-shaped tilesYYY so are the patterns on the optical panels based upon the diamond shape. The vibrancy of movement and the patterns in the panels create a visual dialogue between the Arts and Crafts styleYYY the motion of the trainsYYY and the high-tech world of today....  For the people who take the time to lookYYY this installation becomes a moving exhibition.’		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=7&station=1"">Columns</a>"
Riverdale	#N/A	#N/A	Hudson Line	Dennis Oppenheim	Rising and Setting	2006	Perforated painted steel sculpture on station grounds	For Metro-North's Riverdale railroad station in the BronxYYY Dennis Oppenheim created a low-reliefYYY brightly painted metal sculpture in the shape of four houses.  They seem to be ascending and descending in the way the sun rises and setsYYY and thus the titleYYY {Rising and Setting}.  The sculptureYYY installed outdoorsYYY is painted in shades of yellowYYY orange and blue.  The artist explainesYYY ’This work evokes the daily cycle of commutersYYY those who leave in the morning and return at night.  Instead of the sun rising and settingYYY the neighborhood itself is shown engaging in a similar movement from the brightYYY early morning to the darkYYY late evening.’		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=mnr&line=hudsonline"">Rising and Setting</a>"
Rockaway Park-Beach 116th St	40.580903	-73.835592	AYYYS	K K Kozik	First on the Beach and Wednesday Night Fireworks	2008	Laminated glass in the station building interior windows	Laminated glass artwork on the two interior clerestory windows evoke night and day in Rockaway Park. One window shows a timeless interlude on the beachYYY complete with unfurling towels as beachgoers stake out space on a bright sunny day. On the opposite wallYYY a night sky over the beach and ocean is transformed with bursts of fireworksYYY as rapt families and neighbors gather to watch the Wednesday night summer tradition unfold.*Artist K K Kozik created the originals in pastel and her drawings were transformed into the glass panels that capture the detail and expressive palette of her summer day and night. The building is the terminal station for the A and S in Rockaway Park and serves as a focal point for the tight-knit community.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&station=1"">First on the Beach and Wednesday Night Fireworks</a>"
Ronkonkoma	#N/A	#N/A	Ronkonkoma Branch	Alice Adams	Planting (dedicated to Long Island Tree Farmers)	1995	PavingYYY plantingYYY seatingYYY curving brick wallsYYY and cast concrete tree balls with cast aluminum rope inserts	{Planting} is composed of a planters and treesYYY with pavingYYY plantingsYYY and curved brick walls that define the space.  The artist intent was ’to create an ensemble of functional and sculptural forms that is unique and specific to the region and together with the architectural structures makes a place that is memorable.’  Working with landscape architectsYYY Adams had trees planted in rows within islands created by brick walls and placed ’tree ball’ concrete planters in the paved areas.  The trees salute the importance of the nursery business and tree farming to Long Island's growth.  To suggest tree balls and allow the planting of the treesYYY Adams designed a pre-cast concrete ring with metal support elements in the form of ropes that extend upward.  Adams worked to reflect the station's design; the curved dormers of the station building are echoed in the curved walls.  Her work articulates the placement of the buildings and platforms in relation to one anotherYYY creating a pleasant and harmonious space for those traveling through.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=lirr&line=ronkonkomabranch"">Planting (dedicated to Long Island Tree Farmers)</a>"
Scarsdale	#N/A	#N/A	Harlem Line	Tom Nussbaum	Travelers	1991	COR-TEN® steel sculpture on station canopies	In his silhouetted figures at the Scarsdale and Hartsdale stationsYYY Tom Nussbaum acknowledges those most likely to view his artwork there - commuters and railroad workers.  At the Scarsdale station a  group of flattenedYYY iron figures appears.  They are travelersYYY evidenced by their carrying suitcasesYYY bundlesYYY and even a container balanced on a figure's head.  {Travelers} also includes three-foot figures standing along the roof line of the station canopies.  Nussbaum saysYYY ’My approach to this kind of figurative work reflects an on-going interest in American folk sculpture of all kindsYYY especially whirligigs and weather vanes.’  {(See Hartsdale for the other work in the series.)}		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=mnr&line=harlemline"">Travelers</a>"
Seaford	#N/A	#N/A	Babylon Branch	Carson Fox	Blue Sky Pursuit	2009	Laminated and tempered glass	At the Seaford Station 14 laminated glass windows extend the skyYYY creating a bright blue fantasy filled with butterflies and birdsYYY their flights traced with dots of clear glass that meanderYYY overlap and reveal paths of movementYYY speaking to migration and the act of travel.  The dots also transform the sunlight and enliven the landscape.  Artist Carson Fox used bird and butterfly images inspired from Victorian era engravingsYYY an aesthetic where natural life is a lush and swarming profusion.  *They were created from a process that includes painting on the glass. The 14 windowsYYY eight on the north side of the waiting room and six on the southYYY  combine to create a special place for commuters as they mark the start of their day in a space made radiant by the artist's vision.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=lirr&line=babylonbranch"">Blue Sky Pursuit</a>"
Sheepshead Bay	40.586896	-73.954155	BYYYQ	DeBorah Goletz	Postcards from Sheepshead Bay	1998	Ceramic on façade; ceramic and banding on interior station walls	At the turn of the twentieth century Sheepshead Bay was a popular tourist destination.  Historic sites and views from its past are portrayed in {Postcards from Sheepshead Bay}.  The large mural outdoors is an oversized replica of a vintage postcard that nostalgically shows a couple fishingYYY a jockey on horsebackYYY and a summer home - as well as a sheepsheadYYY the fish for which the village was named. DeBorah Goletz fancifully cut out the couples' facesYYY allowing people to ’stick their heads through for souvenir photosYYY just like the old boardwalk propsYYY’ she says.  InsideYYY another mural of turn-of-the-century peopleYYY and two smaller onesYYY capture quiet moments on the bay.  Goletz created intricately patterned tiles with color gradations from green to blue and back to green.  The results are rhythmic patterns that make one ’feel’ the water itself.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=B&station=1"">Postcards from Sheepshead Bay</a>"
Simpson St	40.824073	-73.893064	2YYY5	Lisa Amowitz	Urban Renewal	2008	Faceted glass in platform windscreens and station niches			"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&station=1"">Urban Renewal</a>"
South Ferry	40.702068	-74.013664	1	Doug & Mike Starn	See it splitYYY see it change	2009	GlassYYY stone mosaicYYY and stainless steel on mezzanine walls	The new monumental work at the South Ferry Terminal by Mike and Doug Starn investigates the nature of objects and transformation using light and documentary sources. A fused glass wall reveals images of tree limbs and leaves in silhouette adapted from photographic imagery. These formations relate to the place aboveYYY Battery ParkYYY the historic fortress and Manhattan's southern boundary. The glass brings light and poetry to the stationYYY the City's first new subway station in decades. *Companion pieces show a decayed over-scaled leaf that refers to the passage of time and links the park to its historical role. A mapYYY that shows contemporary Manhattan and old New York as an overlayYYY is a beautiful mosaic and eloquent expression of the city's evolutionYYY conveying to the throngs who use the stationYYY a sense of its significant location. The artists designed a laser-cut stainless steel fence to separate the entry from the paid section of the station; its leaf motif connects the art in the station with the surrounding environment. *The Starns' work combines various formsYYY such as sculptureYYY paintingYYY videoYYY and installation. Their work has been exhibited in museums and galleries worldwide for more than two decades. In South FerryYYY their explorations of light and darkYYY nature and technologyYYY come together in an evocative artwork. Its title refersYYY among other associationsYYY to the South Ferry subway lineYYY which becomes a network of splitting lines that travels through the changing landscape as seen in the map. As the artwork revealsYYY the City and its lifelines evolve in an organic formYYY as dropping leaves lead to new growthYYY the City keeps growing - and changing.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=1&station=1"">See it splitYYY see it change</a>"
Sutter Av	40.669367	-73.901975	L	Takayo Noda	The Habitat for the Yellow Bird	2007	Faceted glass in platform windscreens			"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=L&station=1"">The Habitat for the Yellow Bird</a>"
Times Square-42nd St	40.754222	-73.984569	AYYYCYYYEYYYNYYYQYYYRYYYSYYYWYYY1YYY2YYY3YYY7	Jack Beal	The Return of Spring/The Onset of Winter	2001/2005	Glass mosaic on wall of 41st Street/7th Avenue mezzanine	Jack Beal uses classical mythology to comment on the relationship between what is above and below the surface - an apt metaphor for the subway.  The work consists of two large mosaic panels that illustrate the mythological character Persephone.  Instead of fastingYYY she ate a pomegranate and as punishmentYYY is banished underground for six months of the year.  HoweverYYY she is permitted to spend six months above ground on earth with her mother.  In mythologyYYY the periods above and below ground were the beginning of seasonsYYY which Beal uses in his titles.  Beal finds universality in the myth and brings it to life in a place filled with movement and purposeYYY bringing beauty underground.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&station=1"">The Return of Spring/The Onset of Winter</a>"
Times Square-42nd St	40.754222	-73.984569	AYYYCYYYEYYYNYYYQYYYRYYYSYYYWYYY1YYY2YYY3YYY7	Jacob Lawrence	New York in Transit	2001	Glass mosaics on stairway wall between NYYY QYYY WYYY R and S mezzanines	The enormous mosaic mural is the focal point of the mezzanine in the Times Square subway complex.  Its shimmering and detailed surface pays tribute to the diversity and strength of New York City - its neighborhoodsYYY cultural lifeYYY recreational pleasuresYYY love of sports andYYY of courseYYY its subway system.  {New York in Transit} was Jacob Lawrence's last public work.  In it he evokes city life seen from an elevated train and the sensitive and loving portrait shows a slice of city life and is a parting gift to New York CityYYY seen by millions of people who live and visit here.		"<a href=""http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&station=1"">New York in Transit</a>"
